Name,Symbol,Exchange,Code,Sector,Industry,Listing_status,Delisting_date,New_listing_date
CRRC A,601766,상하이,s11,운송,철도,O,null,null
Shanghai International Port,600018,상하이,s11,운송,다종 운송,O,null,null
Air China A,601111,상하이,s11,운송,항공사,O,null,null
Daqin Railway,601006,상하이,s11,운송,철도,O,null,null
China Shipbuilding,601989,상하이,s11,운송,수상 운송,O,null,null
Shanghai International Airport,600009,상하이,s11,운송,다종 운송,O,null,null
China Southern Airlines A,600029,상하이,s11,운송,항공사,O,null,null
China Eastern Airlines,600115,상하이,s11,운송,항공사,O,null,null
Ningbo Zhoushan Port,601018,상하이,s11,운송,다종 운송,O,null,null
Giant Network,2558,심천,s11,운송,수상 운송,O,null,null
Hainan Airlines A,600221,상하이,s11,운송,항공사,O,null,null
Hainan Airlines B,900945,상하이,s11,운송,항공사,O,null,null
COSCO Shipping,601919,상하이,s11,운송,수상 운송,O,null,null
Jiangsu Expressway,600377,상하이,s11,운송,다종 운송,O,null,null
YTO Express,600233,상하이,s11,운송,항공 우편,O,null,null
Guangzhou Port,601228,상하이,s11,운송,다종 운송,O,null,null
Guangzhou Baiyun Airport,600004,상하이,s11,운송,다종 운송,O,null,null
Guangshen Railway,601333,상하이,s11,운송,철도,O,null,null
Sainty Marine A,2608,심천,s11,운송,수상 운송,O,null,null
Spring Airlines,601021,상하이,s11,운송,항공사,O,null,null
Qinhuangdao Port,601326,상하이,s11,운송,다종 운송,O,null,null
Shandong Hi-speed,600350,상하이,s11,운송,다종 운송,O,null,null
JUNEYAO Airlines,603885,상하이,s11,운송,항공사,O,null,null
China CSSC,600150,상하이,s11,운송,수상 운송,O,null,null
Dalian Port PDA,601880,상하이,s11,운송,다종 운송,O,null,null
Baotou Beifang Chuangye,600967,상하이,s11,운송,철도,O,null,null
CSSC Offshore & Marine Engineering,600685,상하이,s11,운송,수상 운송,O,null,null
Tangshan Port,601000,상하이,s11,운송,다종 운송,O,null,null
China Merchants Energy Shipping,601872,상하이,s11,운송,수상 운송,O,null,null
Yingkou Port Liability,600317,상하이,s11,운송,다종 운송,O,null,null
High-Speed Railway,8,심천,s11,운송,다종 운송,O,null,null
COSCO Shipping Energy Trans,600026,상하이,s11,운송,수상 운송,O,null,null
Antong,600179,상하이,s11,운송,트럭 운송,O,null,null
Sz Airport A,89,심천,s11,운송,다종 운송,O,null,null
Shenzhen Expressway,600548,상하이,s11,운송,다종 운송,O,null,null
Sinotrans Air Transport,600270,상하이,s11,운송,항공사,O,null,null
Shenzhen Chiwan Wharf,200022,심천,s11,운송,다종 운송,O,null,null
Chiwan Wharf A,22,심천,s11,운송,다종 운송,O,null,null
Tianjin Port,600717,상하이,s11,운송,다종 운송,O,null,null
Guangdong Provincial Expressway,200429,심천,s11,운송,다종 운송,O,null,null
Gd Express Dev A,429,심천,s11,운송,다종 운송,O,null,null
Strait Shipping A,2320,심천,s11,운송,수상 운송,O,null,null
Yantian Port A,88,심천,s11,운송,다종 운송,O,null,null
Anhui Expressway,600012,상하이,s11,운송,다종 운송,O,null,null
Shanghai Environment,601200,상하이,s11,운송,트럭 운송,O,null,null
Beibuwan Port A,582,심천,s11,운송,다종 운송,O,null,null
China Railway Tielong,600125,상하이,s11,운송,철도,O,null,null
Bright Real Estate,600708,상하이,s11,운송,다종 운송,O,null,null
Zhejiang Mizuda A,2034,심천,s11,운송,트럭 운송,O,null,null
Rizhao Port,600017,상하이,s11,운송,다종 운송,O,null,null
Fulin Transport A,2357,심천,s11,운송,다종 운송,O,null,null
Hunan Invest A,548,심천,s11,운송,다종 운송,O,null,null
Nj Zhongbei A,421,심천,s11,운송,다종 운송,O,null,null
Winbase Chemical A,2492,심천,s11,운송,다종 운송,O,null,null
Hengtong Logistics,603223,상하이,s11,운송,트럭 운송,O,null,null
GuangDong GenSho Logistics,603813,상하이,s11,운송,트럭 운송,O,null,null
Xinjiang Tianshun Supply,2800,심천,s11,운송,트럭 운송,O,null,null
Jiangxi Changyun,600561,상하이,s11,운송,다종 운송,O,null,null
Jiangxi Ganyue Expressway,600269,상하이,s11,운송,다종 운송,O,null,null
Dongguan Devel A,828,심천,s11,운송,다종 운송,O,null,null
Europol Intelligent Network,2711,심천,s11,운송,트럭 운송,O,null,null
Henan Zhongyuan Expressway,600020,상하이,s11,운송,다종 운송,O,null,null
Dazhong Transportation B,900903,상하이,s11,운송,다종 운송,O,null,null
Dazhong Transportation A,600611,상하이,s11,운송,다종 운송,O,null,null
Sichuan Expressway,601107,상하이,s11,운송,다종 운송,O,null,null
COSCO Shipping Specialized,600428,상하이,s11,운송,수상 운송,O,null,null
Fujian Expressway Dev,600033,상하이,s11,운송,다종 운송,O,null,null
Xiandai Invest A,900,심천,s11,운송,다종 운송,O,null,null
Beijing Changjiu Logistics,603569,상하이,s11,운송,트럭 운송,O,null,null
Haite High-Tech A,2023,심천,s11,운송,다종 운송,O,null,null
CTS International Logistics,603128,상하이,s11,운송,항공 우편,O,null,null
Beibu Gulf Tourism,603869,상하이,s11,운송,수상 운송,O,null,null
Jinzhou Port A,600190,상하이,s11,운송,다종 운송,O,null,null
Jinzhou Port B,900952,상하이,s11,운송,다종 운송,O,null,null
Hubei Chutian Expressway,600035,상하이,s11,운송,다종 운송,O,null,null
Zhuhai Port A,507,심천,s11,운송,다종 운송,O,null,null
Guangzhou Hangxin Aviation,300424,심천,s11,운송,다종 운송,O,null,null
DELIXI XINJIANG Transport,603032,상하이,s11,운송,다종 운송,O,null,null
Shanghai Jin Jiang Invest B,900914,상하이,s11,운송,다종 운송,O,null,null
Shanghai Jin Jiang Invest A,600650,상하이,s11,운송,다종 운송,O,null,null
Xiamen Airport,600897,상하이,s11,운송,다종 운송,O,null,null
Shandong Airlines,200152,심천,s11,운송,항공사,O,null,null
Shanghai Qiangsheng,600662,상하이,s11,운송,다종 운송,O,null,null
Henan Thinker Automatic,603508,상하이,s11,운송,다종 운송,O,null,null
Shenzhen Chiwan Petroleum,200053,심천,s11,운송,다종 운송,O,null,null
Zhangjiagang Freetrade Tech,600794,상하이,s11,운송,다종 운송,O,null,null
Heilongjiang Transport,601188,상하이,s11,운송,다종 운송,O,null,null
Citic Helicop A,99,심천,s11,운송,다종 운송,O,null,null
United Mechanical & Electrical,925,심천,s11,운송,다종 운송,O,null,null
Xiamen Port A,905,심천,s11,운송,다종 운송,O,null,null
Ningbo Marine,600798,상하이,s11,운송,수상 운송,O,null,null
Bohai Ferry,603167,상하이,s11,운송,수상 운송,O,null,null
Guangxi Wuzhou,600368,상하이,s11,운송,다종 운송,O,null,null
Jiangsu Lianyungang Port,601008,상하이,s11,운송,다종 운송,O,null,null
Shanghai Shentong Metro,600834,상하이,s11,운송,다종 운송,O,null,null
Hainan Haiqi Transportation,603069,상하이,s11,운송,다종 운송,O,null,null
Nanjing Port A,2040,심천,s11,운송,다종 운송,O,null,null
Shanghai ACE A,603329,상하이,s11,운송,철도,O,null,null
Chongqing Gangjiu,600279,상하이,s11,운송,다종 운송,O,null,null
Chongqing Road & Bridge,600106,상하이,s11,운송,다종 운송,O,null,null
Jilin Expressway,601518,상하이,s11,운송,다종 운송,O,null,null
Jiangsu Feiliks Intl Logistics,300240,심천,s11,운송,트럭 운송,O,null,null
Jiangsu Wanlin Logistics,603117,상하이,s11,운송,다종 운송,O,null,null
Jiangsu Xinning Modern Logist,300013,심천,s11,운송,다종 운송,O,null,null
Fujian Longzhou Transportation A,2682,심천,s11,운송,다종 운송,O,null,null
Guangzhou Jiacheng,603535,상하이,s11,운송,트럭 운송,O,null,null
Chang Jiang Shipping Phoenix,520,심천,s11,운송,수상 운송,O,null,null
Changbai Mountain Tourism,603099,상하이,s11,운송,다종 운송,O,null,null
CRRC Corp,1766,홍콩,s11,운송,철도,O,null,null
MTR,66,홍콩,s11,운송,다종 운송,O,null,null
Air China Ltd,753,홍콩,s11,운송,항공사,O,null,null
China Southern Airlines,1055,홍콩,s11,운송,항공사,O,null,null
China Eastern Airlines,670,홍콩,s11,운송,항공사,O,null,null
COSCO Shipping H,1919,홍콩,s11,운송,수상 운송,O,null,null
초상국국제유한공사,144,홍콩,s11,운송,다종 운송,O,null,null
Cathay Airways,293,홍콩,s11,운송,항공사,O,null,null
Beijing Capital Int Airport,694,홍콩,s11,운송,다종 운송,O,null,null
Orient Overseas Int,316,홍콩,s11,운송,수상 운송,O,null,null
Guangshen Railway,525,홍콩,s11,운송,철도,O,null,null
Qingdao Port International Co,6198,홍콩,s11,운송,다종 운송,O,null,null
Shenzhen Int Hlds,152,홍콩,s11,운송,다종 운송,O,null,null
Qinhuangdao Port,3369,홍콩,s11,운송,다종 운송,O,null,null
