Name,Symbol,Exchange,Code,Sector,Industry,Listing_status,Delisting_date,New_listing_date
China Vanke A,2,심천,s02,자본재,건설 서비스,O,null,null
SJEC Corp,601360,상하이,s02,자본재,다종 자본재,O,null,null
Gree Electric A,651,심천,s02,자본재,다종 자본재,O,null,null
China State Construction,601668,상하이,s02,자본재,건설 서비스,O,null,null
Dingtai New Mat A,2352,심천,s02,자본재,건설 – 용품과 비품,O,null,null
China Communications Construction,601800,상하이,s02,자본재,건설 서비스,O,null,null
Anhui Conch Cement,600585,상하이,s02,자본재,건설 – 원자재,O,null,null
China Merchants Shekou,1979,심천,s02,자본재,건설 서비스,O,null,null
Poly Real Estate Group,600048,상하이,s02,자본재,건설 서비스,O,null,null
China Railway A,601390,상하이,s02,자본재,건설 서비스,O,null,null
China Railway Construction,601186,상하이,s02,자본재,건설 서비스,O,null,null
Power Construction Corp of China,601669,상하이,s02,자본재,건설 서비스,O,null,null
China Merchant A,24,심천,s02,자본재,건설 서비스,O,null,null
China Fortune Land,600340,상하이,s02,자본재,건설 서비스,O,null,null
Greenland Holdings,600606,상하이,s02,자본재,건설 서비스,O,null,null
Future Land,601155,상하이,s02,자본재,건설 서비스,O,null,null
Metallurgical Corporation of China,601618,상하이,s02,자본재,건설 서비스,O,null,null
Chinese Town A,69,심천,s02,자본재,건설 서비스,O,null,null
Dalian Rubber,600346,상하이,s02,자본재,다종 자본재,O,null,null
AVIC Aviation Engine,600893,상하이,s02,자본재,항공 우주와 방위,O,null,null
Sany Heavy Industry,600031,상하이,s02,자본재,건설과 농업용 기계,O,null,null
Xj Goldwind A,2202,심천,s02,자본재,다종 자본재,O,null,null
Oppein Home,603833,상하이,s02,자본재,건설 – 용품과 비품,O,null,null
Han'S Laser Tech A,2008,심천,s02,자본재,다종 자본재,O,null,null
Shanghai Lujiazui Finance A,600663,상하이,s02,자본재,건설 서비스,O,null,null
Shanghai Lujiazui Finance B,900932,상하이,s02,자본재,건설 서비스,O,null,null
Gemdale Corp,600383,상하이,s02,자본재,건설 서비스,O,null,null
BBMG A,601992,상하이,s02,자본재,건설 – 원자재,O,null,null
Avic Aircraft A,768,심천,s02,자본재,항공 우주와 방위,O,null,null
New Material A,786,심천,s02,자본재,건설 – 용품과 비품,O,null,null
Hoshine Silicon Industry,603260,상하이,s02,자본재,건설 – 용품과 비품,O,null,null
