Name,Symbol,Exchange,Code,Sector,Industry,Listing_status,Delisting_date,New_listing_date
PetroChina A,601857,상하이,s06,에너지,석유와 가스 운용,O,null,null
China Shenhua Energy H,601088,상하이,s06,에너지,석탄,O,null,null
Shaanxi Coal Industry,601225,상하이,s06,에너지,석탄,O,null,null
Sinopec Shanghai A,600688,상하이,s06,에너지,석유와 가스 운용,O,null,null
China Coal Energy,601898,상하이,s06,에너지,석탄,O,null,null
Yanzhou Coal Mining,600188,상하이,s06,에너지,석탄,O,null,null
China Oilfield A,601808,상하이,s06,에너지,유정 서비스와 장비,O,null,null
Wintime Energy,600157,상하이,s06,에너지,석탄,O,null,null
Shanxi LuAn Energy,601699,상하이,s06,에너지,석탄,O,null,null
Offshore Oil Engineering,600583,상하이,s06,에너지,유정 서비스와 장비,O,null,null
Xishan Coal A,983,심천,s06,에너지,석탄,O,null,null
Guanghui Energy,600256,상하이,s06,에너지,석탄,O,null,null
Kaidi Electric A,939,심천,s06,에너지,석탄,O,null,null
Oriental Energy A,2221,심천,s06,에너지,석유와 가스 운용,O,null,null
Jizhong Energy A,937,심천,s06,에너지,석탄,O,null,null
Yangquan Coal,600348,상하이,s06,에너지,석탄,O,null,null
Xiamen ITG,600755,상하이,s06,에너지,석탄,O,null,null
Pengxin Mining,600490,상하이,s06,에너지,석탄,O,null,null
Huolinhe Coal A,2128,심천,s06,에너지,석탄,O,null,null
MeiDu Energy,600175,상하이,s06,에너지,석유와 가스 운용,O,null,null
ZhongMan Petroleum A,603619,상하이,s06,에너지,유정 서비스와 장비,O,null,null
Huajin Chemical A,59,심천,s06,에너지,석유와 가스 운용,O,null,null
Shen Huo A,933,심천,s06,에너지,석탄,O,null,null
Jereh Oilfield A,2353,심천,s06,에너지,유정 서비스와 장비,O,null,null
Pingdingshan Tianan Coal,601666,상하이,s06,에너지,석탄,O,null,null
Taiyuan Coal Gasification,968,심천,s06,에너지,석탄,O,null,null
Baotailong New Materials,601011,상하이,s06,에너지,석유와 가스 운용,O,null,null
GI Technologies Beijing,300309,심천,s06,에너지,유정 서비스와 장비,O,null,null
Henan Dayou Energy,600403,상하이,s06,에너지,석탄,O,null,null
CCS Supply Chain,600180,상하이,s06,에너지,석탄,O,null,null
Guizhou Panjiang Coal,600395,상하이,s06,에너지,석탄,O,null,null
Shaanxi Heimao Coking,601015,상하이,s06,에너지,석유와 가스 운용,O,null,null
Shanxi Coal Energy,600546,상하이,s06,에너지,석탄,O,null,null
Geo-Jade Petroleum,600759,상하이,s06,에너지,석유와 가스 – 통합,O,null,null
Datong Coal Industry,601001,상하이,s06,에너지,석탄,O,null,null
Shanxi Lanhua Sci-Tech,600123,상하이,s06,에너지,석탄,O,null,null
Anhui Hengyuan Coal and Electricity,600971,상하이,s06,에너지,석탄,O,null,null
Kailuan Energy Chemical,600997,상하이,s06,에너지,석유와 가스 운용,O,null,null
SDIC Xinji Energy,601918,상하이,s06,에너지,석탄,O,null,null
Beijing Haohua Energy Resource,601101,상하이,s06,에너지,석탄,O,null,null
Gansu Jingyuan A,552,심천,s06,에너지,석탄,O,null,null
Shanghai Datun Energy,600508,상하이,s06,에너지,석탄,O,null,null
Qinghai Spring Med,600381,상하이,s06,에너지,석탄,O,null,null
Fuchunjiang Env A,2479,심천,s06,에너지,석탄,O,null,null
Sino Geophysical,300191,심천,s06,에너지,유정 서비스와 장비,O,null,null
Guangju Energy A,96,심천,s06,에너지,석유와 가스 운용,O,null,null
Shanghai U9 Game,600652,상하이,s06,에너지,석탄,O,null,null
Petro Cn Jinhong A,669,심천,s06,에너지,유정 서비스와 장비,O,null,null
Guangdong Hongda Blasting A,2683,심천,s06,에너지,석탄,O,null,null
Pingzhuang Ener A,780,심천,s06,에너지,석탄,O,null,null
LandOcean Energy Services Co,300157,심천,s06,에너지,유정 서비스와 장비,O,null,null
Sinopec Oilfield Equipment,852,심천,s06,에너지,유정 서비스와 장비,O,null,null
BOMESC Offshore,603727,상하이,s06,에너지,유정 서비스와 장비,O,null,null
Shanghai Sk A,2278,심천,s06,에너지,유정 서비스와 장비,O,null,null
Inner Mongolia Yitai Coal,900948,상하이,s06,에너지,석탄,O,null,null
Zhejiang Haiyue,600387,상하이,s06,에너지,석유와 가스 운용,O,null,null
China Oil Hbp A,2554,심천,s06,에너지,유정 서비스와 장비,O,null,null
Sundiro A,571,심천,s06,에너지,석탄,O,null,null
Xinjiang Baihuacun,600721,상하이,s06,에너지,석유와 가스 운용,O,null,null
Beijing Etrol Tech,300370,심천,s06,에너지,유정 서비스와 장비,O,null,null
Xiamen Xindeco A,701,심천,s06,에너지,석탄,O,null,null
Xinjiang Haoyuan Gas A,2700,심천,s06,에너지,석유와 가스 운용,O,null,null
Taishan Petrol A,554,심천,s06,에너지,석유와 가스 운용,O,null,null
Yunnan Yunwei A,600725,상하이,s06,에너지,석유와 가스 운용,O,null,null
Bode Energy Equipment,300023,심천,s06,에너지,유정 서비스와 장비,O,null,null
Lanpec Tech,601798,상하이,s06,에너지,유정 서비스와 장비,O,null,null
Qingdao Copton Tech,603798,상하이,s06,에너지,석유와 가스 운용,O,null,null
Tong Oil Tools,300164,심천,s06,에너지,유정 서비스와 장비,O,null,null
Maoming Shihua A,637,심천,s06,에너지,석유와 가스 – 통합,O,null,null
JIANGSU LOPAL TECH,603906,상하이,s06,에너지,석유와 가스 운용,O,null,null
XinJiang Beiken Energy,2828,심천,s06,에너지,유정 서비스와 장비,O,null,null
Suzhou Douson Equipment,603800,상하이,s06,에너지,유정 서비스와 장비,O,null,null
Anyuan Coal Industry,600397,상하이,s06,에너지,석탄,O,null,null
Renzhi Oilfield A,2629,심천,s06,에너지,유정 서비스와 장비,O,null,null
Zhenhai Petrochemical,603637,상하이,s06,에너지,유정 서비스와 장비,O,null,null
Taiyuan Chemical Industry,600281,상하이,s06,에너지,석유와 가스 운용,O,null,null
Qinghai Jinrui Mineral Dev,600714,상하이,s06,에너지,석탄,O,null,null
Lanzhou Haimo Technologies Co,300084,심천,s06,에너지,유정 서비스와 장비,O,null,null
Int Industry A,159,심천,s06,에너지,석유와 가스 운용,O,null,null
Xinjiang Zhundong Petroleum,2207,심천,s06,에너지,유정 서비스와 장비,O,null,null
Jiangsu Gaoke Petrochemical,2778,심천,s06,에너지,석유와 가스 운용,O,null,null
페트로차이나,857,홍콩,s06,에너지,석유와 가스 운용,O,null,null
중국해양석유총공사,883,홍콩,s06,에너지,석유와 가스 운용,O,null,null
China Shenhua Energy H,1088,홍콩,s06,에너지,석탄,O,null,null
중국석탄공사,1898,홍콩,s06,에너지,석탄,O,null,null
Yanzhou Coal Mining,1171,홍콩,s06,에너지,석탄,O,null,null
China Resources Gas,1193,홍콩,s06,에너지,석유와 가스 운용,O,null,null
China Oilfield Services,2883,홍콩,s06,에너지,유정 서비스와 장비,O,null,null
Inner Mongolia Yitai al,3948,홍콩,s06,에너지,석탄,O,null,null
CMBC Capital,1141,홍콩,s06,에너지,석탄,O,null,null
Towngas China Co,1083,홍콩,s06,에너지,석유와 가스 운용,O,null,null
United Energy,467,홍콩,s06,에너지,유정 서비스와 장비,O,null,null
Brightoil Petroleum,933,홍콩,s06,에너지,석유와 가스 운용,O,null,null
CIMC Enric Holdings,3899,홍콩,s06,에너지,유정 서비스와 장비,O,null,null
Shougang Fushan Resources,639,홍콩,s06,에너지,석탄,O,null,null
Sinopec Kantons,934,홍콩,s06,에너지,석유와 가스 운용,O,null,null
Agritrade,1131,홍콩,s06,에너지,석탄,O,null,null
China Unienergy,1573,홍콩,s06,에너지,석탄,O,null,null
Yuan Heng Gas,332,홍콩,s06,에너지,석유와 가스 운용,O,null,null
COSCO SHIPPING HK,517,홍콩,s06,에너지,석유와 가스 운용,O,null,null
EPI,689,홍콩,s06,에너지,석유와 가스 운용,O,null,null
AAG Energy Holdings Ltd,2686,홍콩,s06,에너지,석유와 가스 – 통합,O,null,null
Honghua Group Ltd,196,홍콩,s06,에너지,유정 서비스와 장비,O,null,null
Kinetic Mines and Energy,1277,홍콩,s06,에너지,석탄,O,null,null
Polytec Asset,208,홍콩,s06,에너지,석유와 가스 – 통합,O,null,null
Newocean Energy,342,홍콩,s06,에너지,석유와 가스 운용,O,null,null
CAA Resources,2112,홍콩,s06,에너지,석탄,O,null,null
Anton Oilfield Services,3337,홍콩,s06,에너지,유정 서비스와 장비,O,null,null
