Name,Symbol,Exchange,Code,Sector,Industry,Listing_status,Delisting_date,New_listing_date
China Yangtze Power,600900,상하이,s12,유틸러티,전기 유틸러티,O,null,null
China National Nuclear Power,601985,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Huaneng Power International,600011,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Zhejiang Zheneng Electric,600023,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Huaneng Lancang River A,600025,상하이,s12,유틸러티,전기 유틸러티,O,null,null
GD Power Dev,600795,상하이,s12,유틸러티,전기 유틸러티,O,null,null
SDIC Power,600886,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Datang International Power A,601991,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Sichuan Chuantou Energy,600674,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Huadian Power A,600027,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Guangxi Guiguan,600236,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Chongqing Water,601158,상하이,s12,유틸러티,수도 유틸러티,O,null,null
Tus-Sound Environmental,826,심천,s12,유틸러티,수도 유틸러티,O,null,null
Hubei Energy Group Co Ltd,883,심천,s12,유틸러티,전기 유틸러티,O,null,null
Shenergy,600642,상하이,s12,유틸러티,천연가스 유틸러티,O,null,null
Guizhou Gas A,600903,상하이,s12,유틸러티,천연가스 유틸러티,O,null,null
Beijing Jingneng Power,600578,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Sz Energy A,27,심천,s12,유틸러티,전기 유틸러티,O,null,null
Guangdong Electric Power Devel,200539,심천,s12,유틸러티,전기 유틸러티,O,null,null
Guangdong Elec A,539,심천,s12,유틸러티,전기 유틸러티,O,null,null
Shanghai Electric Power,600021,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Baolihua A,690,심천,s12,유틸러티,전기 유틸러티,O,null,null
Guangzhou Dev,600098,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Shenzhen Gas,601139,상하이,s12,유틸러티,천연가스 유틸러티,O,null,null
MengDian HuaNeng Power,600863,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Ningxia Jiaze Renewables,601619,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Xingrong Invest A,598,심천,s12,유틸러티,수도 유틸러티,O,null,null
Zs Utilities A,685,심천,s12,유틸러티,수도 유틸러티,O,null,null
Foshan Gas A,2911,심천,s12,유틸러티,천연가스 유틸러티,O,null,null
Golden Dragon A,712,심천,s12,유틸러티,수도 유틸러티,O,null,null
Shanghai DaZhong Public Utilities,600635,상하이,s12,유틸러티,천연가스 유틸러티,O,null,null
CECEP Wind-Power,601016,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Jointo Energy A,600,심천,s12,유틸러티,전기 유틸러티,O,null,null
Chongqing Gas,600917,상하이,s12,유틸러티,천연가스 유틸러티,O,null,null
Fujian Funeng,600483,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Grandblue Environment,600323,상하이,s12,유틸러티,천연가스 유틸러티,O,null,null
Wenergy A,543,심천,s12,유틸러티,전기 유틸러티,O,null,null
Zhangze Elec A,767,심천,s12,유틸러티,전기 유틸러티,O,null,null
Chongqing Three Gorges,600116,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Guangdong Meiyan Jixiang,600868,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Wujiang Silk A,301,심천,s12,유틸러티,전기 유틸러티,O,null,null
Liaoning Hongyang Energy,600758,상하이,s12,유틸러티,전기 유틸러티,O,null,null
Shaanxi Gas A,2267,심천,s12,유틸러티,천연가스 유틸러티,O,null,null
Heilongjiang Interchina,600187,상하이,s12,유틸러티,수도 유틸러티,O,null,null
Shaoneng A,601,심천,s12,유틸러티,전기 유틸러티,O,null,null
Shanxi Guoxin Energy A,600617,상하이,s12,유틸러티,천연가스 유틸러티,O,null,null
Shanxi Guoxin Energy B,900913,상하이,s12,유틸러티,천연가스 유틸러티,O,null,null
Jilin Power A,875,심천,s12,유틸러티,전기 유틸러티,O,null,null
Gepic Energy Development A,791,심천,s12,유틸러티,전기 유틸러티,O,null,null
Xinjiang Tianfu Energy,600509,상하이,s12,유틸러티,전기 유틸러티,O,null,null
