Name,Symbol,Exchange,Sector,Industry,Listing_status,Delisting_date,New_listing_date
Lexaria Bioscience,LXRP,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Youngevity International,YGYI,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Cannabis Sativa,CBDS,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
United-Guardian,UG,나스닥,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Mcig Inc,MCIG,OTC Markets,소비재/ 경기 방어형,담배,O,null,null
Farmmi,FAMI,나스닥,소비재/ 경기 방어형,곡물,O,null,null
Rocky Mountain Ch,RMCF,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Tandy Leather Fac,TLF,나스닥,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Acme United Corp,ACU,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Fuling Global Inc,FORK,나스닥,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
HPC Acquisitions,VEGL,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
AMCON Distributing Co,DIT,뉴욕,소비재/ 경기 방어형,담배,O,null,null
"Pure Bioscience, Inc",PURE,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Scotts Liquid Gold,SLGD,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
TDH Holdings,PETZ,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Willamette Valley,WVVI,나스닥,소비재/ 경기 방어형,음료(알코올성),O,null,null
Ocean Bio-Chem,OBCI,나스닥,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Innovative Food Hldg,IVFH,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Eastside Distilling,EAST,나스닥,소비재/ 경기 방어형,음료(알코올성),O,null,null
Ricebran Tech,RIBT,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Long Blockchain,LBCC,나스닥,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
Coffee Holding,JVA,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Reeds Inc,REED,뉴욕,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
Vitaxel,VXEL,OTC Markets,소비재/ 경기 방어형,Fish/Livestock 어업/축산,O,null,null
Ourpets Company,OPCO,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Yasheng Group,HERB,OTC Markets,소비재/ 경기 방어형,곡물,O,null,null
Summer Infant,SUMR,나스닥,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
CCA Industries,CAW,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Alkaline Water Co,WTER,OTC Markets,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
Livewire Ergogenics,LVVV,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Kaya Holdings,KAYS,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Aoxin Tianli,ABAC,나스닥,소비재/ 경기 방어형,Fish/Livestock 어업/축산,O,null,null
Jones Soda Co,JSDA,OTC Markets,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
Zivo Bioscience Inc,ZIVO,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Gilla Inc,GLLA,OTC Markets,소비재/ 경기 방어형,담배,O,null,null
China Modern Agricul,CMCI,OTC Markets,소비재/ 경기 방어형,Fish/Livestock 어업/축산,O,null,null
Future Fintech,FTFT,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Tofutti Brands,TOFB,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Sino Agro Food,SIAF,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
United Cacao SEZC,UCCDF,OTC Markets,소비재/ 경기 방어형,곡물,O,null,null
Truett-Hurst,THST,나스닥,소비재/ 경기 방어형,음료(알코올성),O,null,null
American Lorain Corp,ALN,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Konared Corporation,KRED,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Seto Holdings Inc,SETO,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Steele Oceanic,SELR,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
True Drinks Holdings,TRUU,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Captiva Verde,ARDWF,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
"Mojo Organics, Inc.",MOJO,OTC Markets,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
OriginClear,OCLN,OTC Markets,소비재/ 경기 방어형,Fish/Livestock 어업/축산,O,null,null
Skinvisible Inc,SKVI,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Viaspace Inc,VSPC,OTC Markets,소비재/ 경기 방어형,곡물,O,null,null
ForeverGreen,FVRG,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Vapor Group Inc,VPOR,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Luca,LUCC,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
White Fox,AWAW,OTC Markets,소비재/ 경기 방어형,담배,O,null,null
Global Future City,FTCY,OTC Markets,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
Latteno Food Corp.,LATF,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Green Earth Technolo,GETG,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
"Dna Brands, Inc.",DNAX,OTC Markets,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
Kimberly Parry Organics,KPOC,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Mediatechnics Corp,MEDT,OTC Markets,소비재/ 경기 방어형,사무용품,O,null,null
China Marine Food Gr,CMFO,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Endocan Corp,ENDO,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Agritech,FBER,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Global Clean Energy Inc,GCEH,OTC Markets,소비재/ 경기 방어형,곡물,O,null,null
Electronic Cigarettes Int,ECIGQ,OTC Markets,소비재/ 경기 방어형,담배,O,null,null
Artisanal Brands,AHFP,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Stevia Corp,STEV,OTC Markets,소비재/ 경기 방어형,곡물,O,null,null
Buscar,CGLD,OTC Markets,소비재/ 경기 방어형,Fish/Livestock 어업/축산,O,null,null
Fusion Interactive Corp,FUIG,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
VIPR Corp,VIPV,OTC Markets,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
Cleanpath Resources,CLNP,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Minerco,MINE,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Soupman,SOUPQ,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
"Grillit, Inc.",GRLT,OTC Markets,소비재/ 경기 방어형,Fish/Livestock 어업/축산,O,null,null
Cyber Apps World,CYAP,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Fbec Worldwide,FBEC,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
TerraVia,TVIAQ,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Dts8 Coffee Company,BKCT,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Glucose Health Inc,GLUC,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Drinks Americas Hldg,DKAM,OTC Markets,소비재/ 경기 방어형,음료(알코올성),O,null,null
The Pulse Bev Corp,PLSB,OTC Markets,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
Rainbow Coral Co,RBCC,OTC Markets,소비재/ 경기 방어형,Fish/Livestock 어업/축산,O,null,null
Cuba Beverage Co,CUBV,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Nutroganics,NUTTQ,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
FutureLand,FUTL,OTC Markets,소비재/ 경기 방어형,곡물,O,null,null
All American Pet Co,AAPT,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Umami Sustainable Se,UMAM,OTC Markets,소비재/ 경기 방어형,Fish/Livestock 어업/축산,O,null,null
Marani Brands Inc,MRIB,OTC Markets,소비재/ 경기 방어형,음료(알코올성),O,null,null
"Virtual Sourcing, In",PGCX,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Blue Gem Enterprise,BGEM,OTC Markets,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
Fact Corp Cl A,FCTOA,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Be Active Holdings,JALA,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
DS Healthcare Group Inc,DSKX,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Omni Shrimp,OMSH,OTC Markets,소비재/ 경기 방어형,Fish/Livestock 어업/축산,O,null,null
Jammin Java Corp,JAMN,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Sports Venues of Florida,BTHR,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Aristocrat Grp,ASCC,OTC Markets,소비재/ 경기 방어형,음료(알코올성),O,null,null
"Montalvo Spirits, In",TQLA,OTC Markets,소비재/ 경기 방어형,음료(알코올성),O,null,null
Connexus,CNXS,OTC Markets,소비재/ 경기 방어형,Fish/Livestock 어업/축산,O,null,null
Organic Alliance Inc,ORGC,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Cono Italiano Inc,CNOZ,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Active Health Foods,AHFD,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Pharmacom Biovet Inc,PHMB,OTC Markets,소비재/ 경기 방어형,Fish/Livestock 어업/축산,O,null,null
De La Rue,DELRF,OTC Markets,소비재/ 경기 방어형,사무용품,O,null,null
"Bidvest Group Ltd, The",BDVSF,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Japan Tobacco,JAPAF,OTC Markets,소비재/ 경기 방어형,담배,O,null,null
Ag Growth Int,AGGZF,OTC Markets,소비재/ 경기 방어형,곡물,O,null,null
네슬레,NSRGF,OTC Markets,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
Australian Agricultural Co,ASAGF,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Bimbo,GRBMF,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Marine Harvest,MNHVF,OTC Markets,소비재/ 경기 방어형,Fish/Livestock 어업/축산,O,null,null
Imperial Brands,IMBBF,OTC Markets,소비재/ 경기 방어형,담배,O,null,null
Reckitt Benckiser,RBGPF,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Treasury Wine Estates Ltd,TSRYF,OTC Markets,소비재/ 경기 방어형,음료(알코올성),O,null,null
Orkla,ORKLF,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
기린 홀딩스,KNBWF,OTC Markets,소비재/ 경기 방어형,음료(알코올성),O,null,null
Chaoda Modern Agriculture,CMGHF,OTC Markets,소비재/ 경기 방어형,곡물,O,null,null
Swedish Match,SWMAF,OTC Markets,소비재/ 경기 방어형,담배,O,null,null
Select Harvests Ltd,SHVTF,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
항안국제,HEGIF,OTC Markets,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
프록터 앤 갬블,PG,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
코카콜라,KO,뉴욕,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
필립 모리스,PM,뉴욕,소비재/ 경기 방어형,담배,O,null,null
펩시코,PEP,나스닥,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
알트리아 그룹,MO,뉴욕,소비재/ 경기 방어형,담배,O,null,null
Kraft Heinz,KHC,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
콜게이트-팜올리브,CL,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
몬델리즈 인터내셔널,MDLZ,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
에스티 로더,EL,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
컨스텔레이션 브랜즈,STZ,뉴욕,소비재/ 경기 방어형,음료(알코올성),O,null,null
Constellation Brands B,STZb,뉴욕,소비재/ 경기 방어형,음료(알코올성),O,null,null
에코랩,ECL,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
킴벌리클라크,KMB,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Monster Beverage 1990,MNST,나스닥,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
타이슨 푸드,TSN,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
브라운 포먼,BFb,뉴욕,소비재/ 경기 방어형,음료(알코올성),O,null,null
Brown Forman Corp A,BFa,뉴욕,소비재/ 경기 방어형,음료(알코올성),O,null,null
제너럴 밀스,GIS,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
ADM,ADM,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
코닝,GLW,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
켈로그,K,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
닥터페퍼 스내플,DPS,뉴욕,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
허쉬,HSY,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Coca-Cola EU Partners,CCE,뉴욕,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
호멜,HRL,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
클로락스,CLX,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Molson Coors Brewing Comp A,TAPa,뉴욕,소비재/ 경기 방어형,음료(알코올성),O,null,null
몰슨 쿠어스,TAP,뉴욕,소비재/ 경기 방어형,음료(알코올성),O,null,null
콘아그라,CAG,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
JM 스머커,SJM,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
맥코믹,MKCv,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
맥코믹,MKC,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Coty Inc,COTY,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
켐벨 수프,CPB,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Newell Brands,NWL,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Church & Dwight,CHD,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Bunge,BG,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Ingredion Inc,INGR,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Herbalife,HLF,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Lamb Weston Holdings,LW,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Blue Buffalo Pet Products Inc,BUFF,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Tractor Supply Company,TSCO,나스닥,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
US Foods,USFD,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Gruma SAB de CV,GPAGF,OTC Markets,소비재/ 경기 방어형,식품 가공,O,null,null
Pinnacle Foods,PF,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Pilgrims Pride,PPC,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Seaboard Corp,SEB,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Post Holdings,POST,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Flowers Foods,FLO,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Ntnl Beverage,FIZZ,나스닥,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
Nu Skin Enterprises Inc,NUS,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Lancaster Col.,LANC,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Hain Celestial,HAIN,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Performance Food Group Co,PFGC,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Siteone Landscape Supply,SITE,뉴욕,소비재/ 경기 방어형,곡물,O,null,null
Darling Ingredients,DAR,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Sanderson Farms,SAFM,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Vector Group,VGR,뉴욕,소비재/ 경기 방어형,담배,O,null,null
Nomad Foods,NOMD,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Edgewell Personal Care,EPC,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Balchem Corp,BCPC,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
J & J Snack Foods,JJSF,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Tupperware Brands,TUP,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Triton Int,TRTN,뉴욕,소비재/ 경기 방어형,사무용품,O,null,null
Boston Beer,SAM,뉴욕,소비재/ 경기 방어형,음료(알코올성),O,null,null
Cal-Maine Foods,CALM,나스닥,소비재/ 경기 방어형,Fish/Livestock 어업/축산,O,null,null
Fresh Del Monte,FDP,뉴욕,소비재/ 경기 방어형,곡물,O,null,null
Treehouse Foods,THS,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Uni Ntrl Foods,UNFI,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Central Garden & Pet Co.,CENT,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Cott,COT,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Centaurus 2002,CENTA,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Tootsie Roll,TR,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
WD-40 Company,WDFC,나스닥,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Coca-Cola Bott,COKE,나스닥,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
B&G Foods Hldg,BGS,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Calavo Growers,CVGW,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
MGP Ingredients,MGPI,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Inter Parfums,IPAR,나스닥,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Hostess Brands,TWNK,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Acco Brands,ACCO,뉴욕,소비재/ 경기 방어형,사무용품,O,null,null
에이본 프로덕츠,AVP,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
Universal Corp,UVV,뉴욕,소비재/ 경기 방어형,담배,O,null,null
Sodastream Int,SODA,나스닥,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
MEDIFAST INC,MED,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Revlon Inc,REV,뉴욕,소비재/ 경기 방어형,개인과 가계용 제품,O,null,null
The Andersons,ANDE,나스닥,소비재/ 경기 방어형,곡물,O,null,null
Amplify Snack Brands Inc,BETR,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Adecoagro SA,AGRO,뉴욕,소비재/ 경기 방어형,곡물,O,null,null
Dean Foods,DF,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
John B Sanfilip,JBSS,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
SunOpta Inc,STKL,나스닥,소비재/ 경기 방어형,곡물,O,null,null
Veritiv Cor,VRTV,뉴욕,소비재/ 경기 방어형,사무용품,O,null,null
Freshpet Inc,FRPT,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
PetIQ,PETQ,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Moleskine,MLSKF,OTC Markets,소비재/ 경기 방어형,사무용품,O,null,null
Farmer Bros. Co,FARM,나스닥,소비재/ 경기 방어형,식품 가공,O,null,null
Ennis Inc,EBF,뉴욕,소비재/ 경기 방어형,사무용품,O,null,null
Turning Point Brands,TPB,뉴욕,소비재/ 경기 방어형,담배,O,null,null
Blue Apron,APRN,뉴욕,소비재/ 경기 방어형,식품 가공,O,null,null
Alimentation Couchen A,ANCTF,OTC Markets,서비스,소매(식료잡화),O,null,null
에쿼티 레지덴셜,EQR,뉴욕,서비스,부동산 운용,O,null,null
Rogers Communications,RCI,뉴욕,서비스,통신 서비스,O,null,null
아발론베이,AVB,뉴욕,서비스,부동산 운용,O,null,null
달러트리,DLTR,나스닥,서비스,소매(백화점과 할인점),O,null,null
Liberty Media Formula A,FWONA,나스닥,서비스,방송과 케이블 티브이,O,null,null
Liberty Media Braves A,BATRA,나스닥,서비스,방송과 케이블 티브이,O,null,null
Liberty Media SiriusXM B,LSXMB,나스닥,서비스,방송과 케이블 티브이,O,null,null
Liberty Media SiriusXM A,LSXMA,나스닥,서비스,방송과 케이블 티브이,O,null,null
Liberty Media Formula C,FWONK,나스닥,서비스,방송과 케이블 티브이,O,null,null
Liberty Media SiriusXM C,LSXMK,나스닥,서비스,방송과 케이블 티브이,O,null,null
Liberty Media Braves C,BATRK,나스닥,서비스,방송과 케이블 티브이,O,null,null
리퍼블릭 서비스,RSG,뉴욕,서비스,폐기물 관리 서비스,O,null,null
페이첵스,PAYX,나스닥,서비스,사업 서비스,O,null,null
Digital Realty Trust Inc,DLR,뉴욕,서비스,부동산 운용,O,null,null
크로거,KR,뉴욕,서비스,소매(식료잡화),O,null,null
TELUS,TU,뉴욕,서비스,통신 서비스,O,null,null
Welltower Inc,WELL,뉴욕,서비스,부동산 운용,O,null,null
베스트바이,BBY,뉴욕,서비스,소매(기술제품),O,null,null
CBS,CBS,뉴욕,서비스,방송과 케이블 티브이,O,null,null
CBS A,CBSa,뉴욕,서비스,방송과 케이블 티브이,O,null,null
SBA Communications,SBAC,나스닥,서비스,렌탈과 리스,O,null,null
GGP,GGP,뉴욕,서비스,부동산 운용,O,null,null
Sprint Nextel,S,뉴욕,서비스,통신 서비스,O,null,null
MGM Resorts International,MGM,뉴욕,서비스,카지노와 게임,O,null,null
IHS Markit Ltd,INFO,나스닥,서비스,사업 서비스,O,null,null
보스턴프로퍼티즈,BXP,뉴욕,서비스,부동산 운용,O,null,null
Waste Connections Inc,WCN,뉴욕,서비스,폐기물 관리 서비스,O,null,null
윈 리조트,WYNN,나스닥,서비스,카지노와 게임,O,null,null
신타스,CTAS,나스닥,서비스,개인 서비스,O,null,null
벤타스,VTR,뉴욕,서비스,부동산 운용,O,null,null
Fleetcor Tech,FLT,뉴욕,서비스,사업 서비스,O,null,null
DISH Network Corp,DISH,나스닥,서비스,방송과 케이블 티브이,O,null,null
센츄리링크,CTL,뉴욕,서비스,통신 서비스,O,null,null
옴니콤,OMC,뉴욕,서비스,광고,O,null,null
익스피디어,EXPE,나스닥,서비스,개인 서비스,O,null,null
CBRE A,CBRE,뉴욕,서비스,부동산 운용,O,null,null
Essex Property Trust Inc,ESS,뉴욕,서비스,부동산 운용,O,null,null
Yum China Holdings,YUMC,뉴욕,서비스,레스토랑,O,null,null
Liberty Broadband Srs C,LBRDK,나스닥,서비스,방송과 케이블 티브이,O,null,null
Liberty Broadband Srs A,LBRDA,나스닥,서비스,방송과 케이블 티브이,O,null,null
Realty Income,O,뉴욕,서비스,부동산 운용,O,null,null
에퀴팩스,EFX,뉴욕,서비스,사업 서비스,O,null,null
United Rentals,URI,뉴욕,서비스,렌탈과 리스,O,null,null
Host Hotels Resorts,HST,뉴욕,서비스,부동산 운용,O,null,null
Altice USA,ATUS,뉴욕,서비스,통신 서비스,O,null,null
CoStar Group,CSGP,나스닥,서비스,부동산 운용,O,null,null
보나도,VNO,뉴욕,서비스,부동산 운용,O,null,null
바이어컴,VIAB,나스닥,서비스,영화,O,null,null
Viacom Inc,VIA,나스닥,서비스,영화,O,null,null
Alexandria RE,ARE,뉴욕,서비스,부동산 운용,O,null,null
Ulta Beauty,ULTA,나스닥,서비스,소매(전문),O,null,null
티파니,TIF,뉴욕,서비스,소매(전문),O,null,null
갭,GPS,뉴욕,서비스,소매(의복),O,null,null
Liberty Interactive A,QRTEA,나스닥,서비스,소매(카탈로그와 메일 주문),O,null,null
Liberty Interactive B,QRTEB,나스닥,서비스,소매(카탈로그와 메일 주문),O,null,null
Match Group,MTCH,나스닥,서비스,개인 서비스,O,null,null
Norwegian Cruise Line,NCLH,뉴욕,서비스,여가 활동,O,null,null
Invitation Homes,INVH,뉴욕,서비스,부동산 운용,O,null,null
Lululemon Athletica,LULU,나스닥,서비스,소매(의복),O,null,null
Nielsen Holdings,NLSN,뉴욕,서비스,사업 서비스,O,null,null
윈댐,WYN,뉴욕,서비스,호텔과 모텔,O,null,null
Rollins Inc,ROL,뉴욕,서비스,사업 서비스,O,null,null
HCP,HCP,뉴욕,서비스,부동산 운용,O,null,null
카맥스,KMX,뉴욕,서비스,소매(전문),O,null,null
콜스,KSS,뉴욕,서비스,소매(백화점과 할인점),O,null,null
L 브랜즈,LB,뉴욕,서비스,소매(의복),O,null,null
Gartner,IT,뉴욕,서비스,사업 서비스,O,null,null
다든 레스토랑,DRI,뉴욕,서비스,레스토랑,O,null,null
Dominos Pizza,DPZ,뉴욕,서비스,레스토랑,O,null,null
Aramark Holdings,ARMK,뉴욕,서비스,레스토랑,O,null,null
Shaw Com.,SJR,뉴욕,서비스,방송과 케이블 티브이,O,null,null
Sl Green Realty,SLG,뉴욕,서비스,부동산 운용,O,null,null
Udr,UDR,뉴욕,서비스,부동산 운용,O,null,null
Duke Realty Corp,DRE,뉴욕,서비스,부동산 운용,O,null,null
Hyatt Hotels Corp,H,뉴욕,서비스,호텔과 모텔,O,null,null
FOX,NWS,나스닥,서비스,인쇄와 출판,O,null,null
뉴스 코퍼레이션,NWSA,나스닥,서비스,인쇄와 출판,O,null,null
Vail Resorts,MTN,뉴욕,서비스,여가 활동,O,null,null
치포틀,CMG,뉴욕,서비스,레스토랑,O,null,null
Burlington Stores,BURL,뉴욕,서비스,소매(백화점과 할인점),O,null,null
메이시스,M,뉴욕,서비스,소매(백화점과 할인점),O,null,null
웨스턴 유니온,WU,뉴욕,서비스,사업 서비스,O,null,null
IPG,IPG,뉴욕,서비스,광고,O,null,null
Live Nation,LYV,뉴욕,서비스,여가 활동,O,null,null
Grubhub Inc,GRUB,뉴욕,서비스,레스토랑,O,null,null
Advance Auto Parts,AAP,뉴욕,서비스,소매(전문),O,null,null
Federal Realty,FRT,뉴욕,서비스,부동산 운용,O,null,null
Zayo Group Holdings Inc,ZAYO,뉴욕,서비스,통신 서비스,O,null,null
노드스트롬,JWN,뉴욕,서비스,소매(의복),O,null,null
메이서리치,MAC,뉴욕,서비스,부동산 운용,O,null,null
Jones Lang LaSalle Inc,JLL,뉴욕,서비스,부동산 운용,O,null,null
Discovery A,DISCA,나스닥,서비스,영화,O,null,null
Discovery Communications C,DISCK,나스닥,서비스,영화,O,null,null
Discovery Communications (B),DISCB,나스닥,서비스,영화,O,null,null
Equity Lifestyle Properties Inc,ELS,뉴욕,서비스,부동산 운용,O,null,null
AerCap Holdings NV,AER,뉴욕,서비스,렌탈과 리스,O,null,null
Caesars Entert,CZR,나스닥,서비스,카지노와 게임,O,null,null
Manpower Inc,MAN,뉴욕,서비스,사업 서비스,O,null,null
Commscope Hlding,COMM,나스닥,서비스,통신 서비스,O,null,null
AGNC Invest,AGNC,나스닥,서비스,부동산 운용,O,null,null
